Name,Season,player_id,date,market_value_in_eur,current_club_id,player_club_domestic_competition_id,Nationality,Position,Team,Age,YOB,MatchedPlayed,Starts,MinutesPlayed,90s,Goals,Assists,GA,NonPenGoals,PensScored,PensAttempted,YellowCards,RedCards,xG,npxG,xAG,npxG + xAG,ProgressiveCarries,ProgressivePasses,ProgressivePassesReceived,G/90,A/90,GA/90,NonPenGoals/90,NonPenGA/90,xG/90,xAG/90,xA+xG /90,npxG/90,npXG + xAG /90,Matches,Shots,ShotsOnTarget,SoT%,S/90,SoT/90,G/Shot,G/SoT,AvgShotDist,FKShots,npxG/Shot,Goals - xG,npG - npxG,PassesCompleted,PassesAttempted,PercentPassesCompleted,TotalPassingDistance,ProgressedPassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesPercentCompleted,MedPassesCompleted,MedPassesAttempted,MedPassesPercentCompleted,LongPassesCompleted,LongPassesAttempted,LongPassesPercentCompleted,xA,A - xAG,KeyPasses,1/3,PPen,CPen,Progressive Passes,Tackles,TacklesWon,TklsDefThird,TklsMidThird,TklsAttThird,DribblersTackled,DribblesChallenged,DrblTkl%,ChallengesLost,Blocks,BlockedShots,BlockedPasses,Interceptions,Tackles + Interceptions,Clearances,DefensiveErrors,nationality_id,team_id,position_id,season_id
Kepa Arrizabalaga,2019/2020,192279,2020-04-08,32000000,418,ES1,es ESP,GK,Chelsea,24,1994,33,33,"2,970",33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,1095.0,81.8,21518.0,13302.0,159.0,159.0,100.0,538.0,546.0,98.5,199.0,383.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,7.0,2.0,8,24,6,1
Kepa Arrizabalaga,2020/2021,192279,2021-06-08,13000000,418,ES1,es ESP,GK,Chelsea,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,246.0,82.1,4701.0,2827.0,45.0,46.0,97.8,103.0,104.0,99.0,52.0,94.0,55.3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,3.0,8,24,6,2
Kepa Arrizabalaga,2021/2022,192279,2021-12-23,10000000,418,ES1,es ESP,GK,Chelsea,26,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,138.0,83.3,2398.0,1340.0,36.0,36.0,100.0,55.0,55.0,100.0,21.0,44.0,47.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,8,24,6,3
Kepa Arrizabalaga,2022/2023,192279,2022-11-03,15000000,418,ES1,es ESP,GK,Chelsea,27,1994,29,29,"2,565",28.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,1046.0,83.3,19299.0,11448.0,287.0,289.0,99.3,390.0,395.0,98.7,190.0,357.0,53.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1,3.0,16.0,2.0,8,24,6,4
Kevin Danso,2019/2020,263236,2020-04-08,6300000,826,FR1,at AUT,DF,Southampton,20,1998,6,3,277,3.1,0,1,1,0,0,0,2,1,0.1,0.1,0.2,0.3,6.0,12.0,4.0,0.0,0.32,0.32,0.0,0.32,0.02,0.08,0.1,0.02,0.1,Matches,1,0,0.0,0.32,0.0,0.0,0.0,10.5,0.0,0.06,-0.1,-0.1,116.0,167.0,69.5,1850.0,752.0,66.0,80.0,82.5,39.0,60.0,65.0,10.0,21.0,47.6,0.1,0.8,2.0,12.0,1.0,0.0,12.0,6.0,4,3.0,3.0,0.0,4.0,7.0,57.1,3.0,7.0,3.0,4.0,2,8.0,7.0,0.0,42,12,3,1
Kevin De Bruyne,2019/2020,88755,2020-04-08,120000000,281,GB1,be BEL,MF,Manchester City,28,1991,35,32,"2,791",31.0,13,20,33,11,2,2,3,0,7.3,5.8,20.0,25.8,139.0,280.0,257.0,0.42,0.64,1.06,0.35,1.0,0.24,0.65,0.88,0.19,0.83,Matches,97,29,29.9,3.13,0.94,0.11,0.38,21.8,11.0,0.06,5.7,5.2,1665.0,2261.0,73.6,29420.0,8949.0,799.0,932.0,85.7,592.0,781.0,75.8,210.0,372.0,56.5,14.6,0.0,136.0,159.0,111.0,16.0,280.0,45.0,24,8.0,20.0,17.0,18.0,66.0,27.3,48.0,26.0,4.0,22.0,18,63.0,24.0,2.0,12,25,4,1
Kevin De Bruyne,2020/2021,88755,2021-05-26,100000000,281,GB1,be BEL,MF,Manchester City,29,1991,25,23,"1,997",22.2,6,12,18,4,2,3,1,0,9.3,6.9,8.0,14.9,102.0,213.0,186.0,0.27,0.54,0.81,0.18,0.72,0.42,0.36,0.78,0.31,0.67,Matches,77,24,31.2,3.47,1.08,0.05,0.17,21.0,10.0,0.09,-3.3,-2.9,1078.0,1429.0,75.4,18890.0,5626.0,509.0,593.0,85.8,402.0,498.0,80.7,131.0,222.0,59.0,6.2,4.0,77.0,125.0,76.0,10.0,213.0,34.0,21,6.0,18.0,10.0,13.0,48.0,27.1,35.0,26.0,1.0,25.0,9,43.0,10.0,0.0,12,25,4,2
Kevin De Bruyne,2021/2022,88755,2021-12-23,90000000,281,GB1,be BEL,MF,Manchester City,30,1991,30,25,"2,201",24.5,15,8,23,15,0,0,2,0,5.7,5.7,10.4,16.1,84.0,204.0,175.0,0.61,0.33,0.94,0.61,0.94,0.23,0.42,0.66,0.23,0.66,Matches,78,31,39.7,3.19,1.27,0.19,0.48,19.2,7.0,0.07,9.3,9.3,1170.0,1568.0,74.6,19948.0,5365.0,581.0,663.0,87.6,434.0,558.0,77.8,122.0,249.0,49.0,7.5,-2.4,87.0,143.0,65.0,10.0,204.0,32.0,16,4.0,15.0,13.0,12.0,37.0,32.4,25.0,32.0,2.0,30.0,6,38.0,16.0,0.0,12,25,4,3
Kevin De Bruyne,2022/2023,88755,2022-11-03,80000000,281,GB1,be BEL,MF,Manchester City,31,1991,32,28,"2,417",26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100.0,246.0,245.0,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72,Matches,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7.0,0.09,1.4,1.4,1192.0,1626.0,73.3,22165.0,6516.0,538.0,633.0,85.0,477.0,629.0,75.8,160.0,275.0,58.2,14.1,2.3,96.0,124.0,96.0,21.0,246.0,28.0,12,3.0,12.0,13.0,14.0,39.0,35.9,25.0,27.0,2.0,25.0,9,37.0,10.0,0.0,12,25,4,4
Kevin De Bruyne,2023/2024,88755,2023-12-19,60000000,281,GB1,be BEL,MF,Manchester City,32,1991,9,6,493,5.5,1,5,6,1,0,0,1,0,1.0,1.0,5.2,6.3,24.0,52.0,61.0,0.18,0.91,1.1,0.18,1.1,0.19,0.95,1.14,0.19,1.14,Matches,18,4,22.2,3.29,0.73,0.06,0.25,22.7,4.0,0.06,0.0,0.0,332.0,457.0,72.6,5398.0,1675.0,190.0,214.0,88.8,102.0,141.0,72.3,35.0,77.0,45.5,2.5,-0.2,27.0,32.0,28.0,7.0,52.0,4.0,3,1.0,1.0,2.0,4.0,9.0,44.4,5.0,2.0,0.0,2.0,2,6.0,1.0,0.0,12,25,4,5
Kevin Long,2019/2020,111114,2020-04-08,1600000,1132,GB1,ie IRL,DF,Burnley,28,1990,8,6,564,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2,0,0.0,0.32,0.0,0.0,0.0,11.9,0.0,0.09,-0.2,-0.2,149.0,201.0,74.1,2883.0,1037.0,57.0,72.0,79.2,69.0,82.0,84.1,20.0,37.0,54.1,0.0,0.0,0.0,5.0,0.0,0.0,8.0,7.0,5,6.0,1.0,0.0,4.0,9.0,44.4,5.0,9.0,7.0,2.0,4,11.0,31.0,0.0,1,4,3,1
Kevin Long,2020/2021,111114,2021-06-08,1000000,1132,GB1,ie IRL,DF,Burnley,29,1990,8,7,637,7.1,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2,0,0.0,0.28,0.0,0.0,0.0,9.3,0.0,0.2,-0.4,-0.4,191.0,268.0,71.3,3722.0,1296.0,66.0,79.0,83.5,91.0,114.0,79.8,28.0,61.0,45.9,0.1,0.0,1.0,8.0,1.0,0.0,15.0,11.0,6,9.0,2.0,0.0,7.0,9.0,77.8,2.0,11.0,7.0,4.0,6,17.0,24.0,0.0,1,4,3,2
Kevin Long,2021/2022,111114,2021-12-23,1000000,1132,GB1,ie IRL,DF,Burnley,30,1990,6,4,410,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,4,0,0.0,0.88,0.0,0.0,0.0,13.3,0.0,0.04,-0.2,-0.2,79.0,102.0,77.5,1696.0,601.0,19.0,22.0,86.4,46.0,54.0,85.2,14.0,21.0,66.7,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,1,4.0,20.0,0.0,1,4,3,3
Kevin Mbabu,2022/2023,183321,2023-06-07,3500000,167,L1,ch SUI,"DF,FW",Fulham,27,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4.0,8.0,11.0,0.0,0.62,0.62,0.0,0.62,0.0,0.25,0.25,0.0,0.25,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,94.0,72.3,1051.0,383.0,40.0,43.0,93.0,24.0,35.0,68.6,4.0,9.0,44.4,0.4,0.6,2.0,4.0,5.0,3.0,8.0,3.0,2,2.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,3,6.0,3.0,0.0,13,11,10,4
Kevin Schade,2022/2023,473050,2023-03-16,20000000,1148,GB1,de GER,FW,Brentford,20,2001,18,7,732,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24.0,15.0,57.0,0.0,0.12,0.12,0.0,0.12,0.25,0.14,0.39,0.25,0.39,Matches,12,4,33.3,1.48,0.49,0.0,0.0,11.9,0.0,0.18,-2.1,-2.1,103.0,173.0,59.5,1282.0,285.0,62.0,89.0,69.7,29.0,51.0,56.9,1.0,6.0,16.7,0.8,-0.1,8.0,8.0,5.0,2.0,15.0,12.0,8,7.0,2.0,3.0,5.0,10.0,50.0,5.0,7.0,0.0,7.0,4,16.0,6.0,0.0,28,3,1,4
Kevin Schade,2023/2024,473050,2023-12-19,25000000,1148,GB1,de GER,"FW,MF",Brentford,22,2001,5,3,257,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,3.0,9.0,18.0,0.35,0.0,0.35,0.35,0.35,0.25,0.15,0.4,0.25,0.4,Matches,5,2,40.0,1.75,0.7,0.2,0.5,15.8,0.0,0.14,0.3,0.3,43.0,71.0,60.6,624.0,171.0,27.0,36.0,75.0,15.0,25.0,60.0,1.0,2.0,50.0,0.4,-0.4,3.0,7.0,3.0,2.0,9.0,2.0,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,3.0,3.0,0.0,28,3,2,5
Keylor Navas,2022/2023,79422,2022-11-02,5000000,583,FR1,cr CRC,GK,Nott'ham Forest,35,1986,17,17,"1,529",17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,534.0,57.3,10310.0,8282.0,29.0,29.0,100.0,136.0,137.0,99.3,141.0,363.0,38.8,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,11.0,2.0,61,22,6,4
Ki-Jana Hoever,2020/2021,485583,2021-06-08,7000000,543,GB1,nl NED,"DF,MF",Wolves,18,2002,12,5,577,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,17.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,1,0,0.0,0.16,0.0,0.0,0.0,17.7,0.0,0.04,0.0,0.0,268.0,361.0,74.2,4194.0,1441.0,150.0,177.0,84.7,94.0,125.0,75.2,15.0,30.0,50.0,0.2,-0.2,3.0,14.0,3.0,1.0,19.0,14.0,6,11.0,2.0,1.0,10.0,22.0,45.5,12.0,2.0,0.0,2.0,9,23.0,23.0,0.0,29,17,9,2
Ki-Jana Hoever,2021/2022,485583,2021-12-23,7000000,543,GB1,nl NED,"DF,MF",Wolves,19,2002,8,4,308,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,9.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,1,0,0.0,0.29,0.0,0.0,0.0,17.9,0.0,0.04,0.0,0.0,110.0,160.0,68.8,1691.0,512.0,54.0,71.0,76.1,51.0,68.0,75.0,4.0,8.0,50.0,0.1,-0.1,1.0,3.0,2.0,1.0,5.0,10.0,6,5.0,5.0,0.0,7.0,12.0,58.3,5.0,6.0,0.0,6.0,6,16.0,8.0,0.0,29,17,9,3
Kieffer Moore,2022/2023,275590,2022-11-03,4000000,989,GB1,wls WAL,FW,Bournemouth,29,1992,27,12,"1,279",14.2,4,0,4,4,0,0,1,0,4.4,4.4,0.3,4.7,10.0,23.0,56.0,0.28,0.0,0.28,0.28,0.28,0.31,0.02,0.33,0.31,0.33,Matches,23,8,34.8,1.62,0.56,0.17,0.5,11.2,0.0,0.19,-0.4,-0.4,212.0,360.0,58.9,2944.0,495.0,119.0,193.0,61.7,62.0,95.0,65.3,11.0,20.0,55.0,0.5,-0.3,5.0,16.0,6.0,0.0,23.0,14.0,11,2.0,9.0,3.0,5.0,16.0,31.3,11.0,12.0,5.0,7.0,1,15.0,26.0,0.0,34,5,1,4
Kieffer Moore,2023/2024,275590,2023-06-20,4000000,989,GB1,wls WAL,"FW,MF",Bournemouth,31,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2.0,4.0,15.0,0.83,0.0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Matches,6,2,33.3,5.0,1.67,0.17,0.5,12.5,0.0,0.25,-0.5,-0.5,28.0,42.0,66.7,272.0,91.0,22.0,29.0,75.9,4.0,8.0,50.0,0.0,0.0,0.0,0.3,-0.2,2.0,2.0,2.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,5,2,5
Kieran Dowell,2021/2022,258916,2021-12-23,3000000,124,SC1,eng ENG,"FW,MF",Norwich City,23,1997,19,11,912,10.1,1,1,2,1,0,0,0,0,1.1,1.1,1.5,2.6,14.0,31.0,49.0,0.1,0.1,0.2,0.1,0.2,0.1,0.15,0.26,0.1,0.26,Matches,8,2,25.0,0.79,0.2,0.13,0.5,20.8,3.0,0.13,-0.1,-0.1,223.0,334.0,66.8,3517.0,1068.0,123.0,157.0,78.3,69.0,89.0,77.5,19.0,53.0,35.8,1.0,-0.5,16.0,21.0,9.0,3.0,31.0,18.0,7,8.0,7.0,3.0,9.0,32.0,28.1,23.0,10.0,1.0,9.0,7,25.0,4.0,0.0,2,14,2,3
Kieran Gibbs,2020/2021,44792,2021-06-08,2500000,984,GB1,eng ENG,DF,West Brom,30,1989,10,9,809,9.0,0,0,0,0,0,0,1,1,0.1,0.1,0.4,0.4,11.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,1,0,0.0,0.11,0.0,0.0,0.0,12.0,0.0,0.06,-0.1,-0.1,222.0,313.0,70.9,3388.0,1278.0,125.0,144.0,86.8,80.0,110.0,72.7,12.0,44.0,27.3,0.2,-0.4,4.0,18.0,4.0,3.0,19.0,15.0,11,11.0,3.0,1.0,8.0,10.0,80.0,2.0,8.0,6.0,2.0,16,31.0,30.0,1.0,2,26,3,2
Kieran Tierney,2019/2020,300716,2020-04-08,20000000,681,ES1,sct SCO,"DF,MF",Arsenal,22,1997,15,12,989,11.0,1,1,2,1,0,0,2,0,0.2,0.2,1.0,1.2,26.0,34.0,67.0,0.09,0.09,0.18,0.09,0.18,0.02,0.09,0.11,0.02,0.11,Matches,6,2,33.3,0.55,0.18,0.17,0.5,20.6,0.0,0.04,0.8,0.8,426.0,571.0,74.6,7168.0,2283.0,210.0,237.0,88.6,178.0,236.0,75.4,34.0,66.0,51.5,0.5,0.0,6.0,21.0,10.0,7.0,34.0,20.0,16,13.0,6.0,1.0,11.0,15.0,73.3,4.0,10.0,4.0,6.0,9,29.0,37.0,1.0,3,7,9,1
Kieran Tierney,2020/2021,300716,2021-05-28,32000000,681,ES1,sct SCO,DF,Arsenal,23,1997,27,26,"2,299",25.5,1,3,4,1,0,0,4,0,0.5,0.5,3.5,4.0,82.0,95.0,194.0,0.04,0.12,0.16,0.04,0.16,0.02,0.14,0.16,0.02,0.16,Matches,15,3,20.0,0.59,0.12,0.07,0.33,24.0,0.0,0.03,0.5,0.5,1130.0,1523.0,74.2,18434.0,5120.0,571.0,651.0,87.7,470.0,614.0,76.5,72.0,191.0,37.7,2.7,-0.5,31.0,64.0,31.0,15.0,95.0,27.0,15,5.0,14.0,8.0,11.0,31.0,35.5,20.0,31.0,10.0,21.0,16,43.0,63.0,0.0,3,7,3,2
Kieran Tierney,2021/2022,300716,2021-12-23,32000000,681,ES1,sct SCO,DF,Arsenal,24,1997,22,22,"1,915",21.3,1,3,4,1,0,0,0,0,0.6,0.6,1.8,2.4,62.0,105.0,128.0,0.05,0.14,0.19,0.05,0.19,0.03,0.09,0.11,0.03,0.11,Matches,15,5,33.3,0.7,0.23,0.07,0.2,20.8,0.0,0.04,0.4,0.4,900.0,1165.0,77.3,16286.0,5207.0,379.0,427.0,88.8,431.0,513.0,84.0,82.0,174.0,47.1,1.7,1.2,20.0,81.0,24.0,12.0,105.0,18.0,14,11.0,7.0,0.0,10.0,11.0,90.9,1.0,23.0,5.0,18.0,15,33.0,54.0,0.0,3,7,3,3
Kieran Tierney,2022/2023,300716,2023-03-16,25000000,681,ES1,sct SCO,DF,Arsenal,25,1997,27,6,795,8.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.7,25.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,Matches,7,2,28.6,0.79,0.23,0.0,0.0,23.1,0.0,0.05,-0.3,-0.3,362.0,486.0,74.5,6636.0,2048.0,152.0,172.0,88.4,170.0,215.0,79.1,35.0,69.0,50.7,0.4,0.7,4.0,35.0,9.0,1.0,36.0,20.0,11,9.0,9.0,2.0,12.0,16.0,75.0,4.0,8.0,2.0,6.0,11,31.0,25.0,0.0,3,7,3,4
Kieran Trippier,2021/2022,95810,2021-12-30,18000000,762,GB1,eng ENG,DF,Newcastle Utd,30,1990,6,5,429,4.8,2,0,2,2,0,0,0,0,0.2,0.2,0.3,0.5,2.0,17.0,8.0,0.42,0.0,0.42,0.42,0.42,0.05,0.06,0.1,0.05,0.1,Matches,2,2,100.0,0.42,0.42,1.0,1.0,24.5,2.0,0.11,1.8,1.8,189.0,284.0,66.5,3454.0,1758.0,93.0,112.0,83.0,59.0,87.0,67.8,33.0,69.0,47.8,0.5,-0.3,7.0,15.0,5.0,0.0,17.0,17.0,10,8.0,8.0,1.0,10.0,16.0,62.5,6.0,10.0,3.0,7.0,10,27.0,10.0,0.0,2,23,3,3
Kieran Trippier,2022/2023,95810,2022-11-03,13000000,762,GB1,eng ENG,DF,Newcastle Utd,31,1990,38,38,"3,341",37.1,1,7,8,1,0,0,5,0,0.9,0.9,12.4,13.3,45.0,260.0,151.0,0.03,0.19,0.22,0.03,0.22,0.02,0.33,0.36,0.02,0.36,Matches,14,4,28.6,0.38,0.11,0.07,0.25,27.1,12.0,0.06,0.1,0.1,1995.0,2788.0,71.6,38118.0,16809.0,877.0,992.0,88.4,745.0,980.0,76.0,333.0,674.0,49.4,11.8,-5.4,110.0,182.0,97.0,26.0,260.0,71.0,49,36.0,27.0,8.0,46.0,90.0,51.1,44.0,45.0,15.0,30.0,43,114.0,84.0,2.0,2,23,3,4
Kieran Trippier,2023/2024,95810,2023-12-19,11000000,762,GB1,eng ENG,DF,Newcastle Utd,33,1990,25,25,"2,163",24.0,1,10,11,1,0,0,5,0,0.7,0.7,7.4,8.1,34.0,151.0,123.0,0.04,0.42,0.46,0.04,0.46,0.03,0.31,0.34,0.03,0.34,Matches,8,2,25.0,0.33,0.08,0.13,0.5,23.8,4.0,0.08,0.3,0.3,1579.0,2068.0,76.4,28789.0,10729.0,678.0,764.0,88.7,708.0,847.0,83.6,177.0,367.0,48.2,7.0,2.6,63.0,110.0,52.0,19.0,151.0,57.0,27,30.0,16.0,11.0,37.0,76.0,48.7,39.0,38.0,8.0,30.0,23,80.0,55.0,3.0,2,23,3,5
Kiernan Dewsbury-Hall,2021/2022,475188,2022-03-29,5000000,1003,GB1,eng ENG,MF,Leicester City,22,1998,28,23,"2,105",23.4,1,2,3,1,0,0,4,0,1.2,1.2,2.7,3.9,82.0,132.0,98.0,0.04,0.09,0.13,0.04,0.13,0.05,0.12,0.17,0.05,0.17,Matches,21,3,14.3,0.9,0.13,0.05,0.33,21.6,1.0,0.06,-0.2,-0.2,950.0,1250.0,76.0,13947.0,3778.0,542.0,623.0,87.0,308.0,394.0,78.2,55.0,134.0,41.0,2.6,-0.7,35.0,103.0,26.0,7.0,132.0,39.0,24,20.0,14.0,5.0,19.0,40.0,47.5,21.0,37.0,8.0,29.0,21,60.0,26.0,1.0,2,18,4,3
Kiernan Dewsbury-Hall,2022/2023,475188,2023-03-16,25000000,1003,GB1,eng ENG,MF,Leicester City,23,1998,31,28,"2,306",25.6,2,2,4,2,0,0,5,1,2.4,2.4,3.3,5.6,68.0,132.0,91.0,0.08,0.08,0.16,0.08,0.16,0.09,0.13,0.22,0.09,0.22,Matches,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0.0,0.09,-0.4,-0.4,872.0,1154.0,75.6,14495.0,3746.0,448.0,526.0,85.2,311.0,389.0,79.9,84.0,161.0,52.2,2.6,-1.3,39.0,111.0,23.0,4.0,132.0,53.0,29,14.0,34.0,5.0,19.0,47.0,40.4,28.0,55.0,13.0,42.0,28,81.0,21.0,0.0,2,18,4,4
Kieron Freeman,2019/2020,158703,2020-04-08,1200000,350,GB1,wls WAL,FW,Sheffield Utd,27,1992,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,6,1,1
Kiko Casilla,2020/2021,27486,2021-06-08,800000,3709,ES1,es ESP,GK,Leeds United,33,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,98.0,88.8,1824.0,1175.0,27.0,27.0,100.0,43.0,45.0,95.6,16.0,25.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,13,6,2
Kiko Femenía,2019/2020,76467,2020-04-08,4800000,1050,ES1,es ESP,DF,Watford,28,1991,28,26,"2,237",24.9,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,49.0,85.0,81.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Matches,5,1,20.0,0.2,0.04,0.0,0.0,27.2,0.0,0.03,-0.1,-0.1,988.0,1290.0,76.6,14191.0,5743.0,605.0,686.0,88.2,290.0,407.0,71.3,58.0,127.0,45.7,1.8,-1.4,18.0,52.0,27.0,15.0,85.0,68.0,38,49.0,17.0,2.0,43.0,80.0,53.8,37.0,16.0,2.0,14.0,36,104.0,49.0,0.0,8,9,3,1
Kiko Femenía,2021/2022,76467,2021-12-23,3000000,1050,ES1,es ESP,DF,Watford,30,1991,27,26,"2,142",23.8,0,5,5,0,0,0,2,0,0.1,0.1,3.6,3.8,40.0,100.0,48.0,0.0,0.21,0.21,0.0,0.21,0.0,0.15,0.16,0.0,0.16,Matches,3,1,33.3,0.13,0.04,0.0,0.0,20.7,0.0,0.04,-0.1,-0.1,867.0,1228.0,70.6,13397.0,6151.0,485.0,566.0,85.7,300.0,425.0,70.6,54.0,166.0,32.5,2.3,1.4,25.0,56.0,22.0,9.0,100.0,35.0,22,23.0,10.0,2.0,21.0,37.0,56.8,16.0,24.0,8.0,16.0,37,72.0,51.0,0.0,8,9,3,3
Kobbie Mainoo,2022/2023,820374,2023-03-16,800000,985,GB1,eng ENG,MF,Manchester Utd,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,83.0,31.0,5.0,6.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,8,4,4
