Name,Season,player_id,date,market_value_in_eur,current_club_id,player_club_domestic_competition_id,Nationality,Position,Team,Age,YOB,MatchedPlayed,Starts,MinutesPlayed,90s,Goals,Assists,GA,NonPenGoals,PensScored,PensAttempted,YellowCards,RedCards,xG,npxG,xAG,npxG + xAG,ProgressiveCarries,ProgressivePasses,ProgressivePassesReceived,G/90,A/90,GA/90,NonPenGoals/90,NonPenGA/90,xG/90,xAG/90,xA+xG /90,npxG/90,npXG + xAG /90,Matches,Shots,ShotsOnTarget,SoT%,S/90,SoT/90,G/Shot,G/SoT,AvgShotDist,FKShots,npxG/Shot,Goals - xG,npG - npxG,PassesCompleted,PassesAttempted,PercentPassesCompleted,TotalPassingDistance,ProgressedPassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesPercentCompleted,MedPassesCompleted,MedPassesAttempted,MedPassesPercentCompleted,LongPassesCompleted,LongPassesAttempted,LongPassesPercentCompleted,xA,A - xAG,KeyPasses,1/3,PPen,CPen,Progressive Passes,Tackles,TacklesWon,TklsDefThird,TklsMidThird,TklsAttThird,DribblersTackled,DribblesChallenged,DrblTkl%,ChallengesLost,Blocks,BlockedShots,BlockedPasses,Interceptions,Tackles + Interceptions,Clearances,DefensiveErrors,nationality_id,team_id,position_id,season_id
Aaron Connolly,2019/2020,434207,2020-04-08,4000000,1237,GB1,ie IRL,FW,Brighton,19,2000,24,14,"1,258",14.0,3,1,4,3,0,0,0,0,4.0,4.0,0.5,4.5,21.0,10.0,86.0,0.21,0.07,0.29,0.21,0.29,0.28,0.04,0.32,0.28,0.32,Matches,38,13,34.2,2.72,0.93,0.08,0.23,16.2,0.0,0.11,-1.0,-1.0,113.0,155.0,72.9,1387.0,183.0,66.0,83.0,79.5,30.0,40.0,75.0,2.0,2.0,100.0,0.4,0.5,6.0,9.0,2.0,0.0,10.0,7.0,6,1.0,4.0,2.0,3.0,10.0,30.0,7.0,11.0,0.0,11.0,0,7.0,3.0,0.0,1,1,1,1
Aaron Connolly,2020/2021,434207,2021-06-08,7000000,1237,GB1,ie IRL,FW,Brighton,20,2000,17,9,791,8.8,2,1,3,2,0,0,0,0,4.0,4.0,0.2,4.2,12.0,4.0,58.0,0.23,0.11,0.34,0.23,0.34,0.45,0.02,0.48,0.45,0.48,Matches,23,8,34.8,2.62,0.91,0.09,0.25,14.0,0.0,0.17,-2.0,-2.0,72.0,94.0,76.6,844.0,176.0,51.0,65.0,78.5,14.0,16.0,87.5,0.0,1.0,0.0,0.1,0.8,6.0,3.0,1.0,0.0,4.0,6.0,3,1.0,3.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0,6.0,2.0,0.0,1,1,1,2
Aaron Connolly,2021/2022,434207,2022-05-13,6000000,1237,GB1,ie IRL,"FW,MF",Brighton,21,2000,4,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.26,0.21,0.26,Matches,2,0,0.0,1.15,0.0,0.0,0.0,15.5,0.0,0.18,-0.4,-0.4,14.0,19.0,73.7,172.0,16.0,8.0,8.0,100.0,5.0,5.0,100.0,0.0,1.0,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,0.0,0.0,1,1,2,3
Aaron Cresswell,2019/2020,92571,2020-04-08,6500000,379,GB1,eng ENG,DF,West Ham,29,1989,31,31,"2,727",30.3,3,0,3,3,0,0,7,0,1.4,1.4,3.2,4.5,43.0,166.0,97.0,0.1,0.0,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15,Matches,17,5,29.4,0.56,0.17,0.18,0.6,21.7,7.0,0.08,1.6,1.6,1232.0,1705.0,72.3,20084.0,9913.0,676.0,753.0,89.8,425.0,597.0,71.2,110.0,256.0,43.0,2.2,-3.2,26.0,135.0,21.0,17.0,166.0,43.0,26,21.0,18.0,4.0,23.0,46.0,50.0,23.0,33.0,10.0,23.0,35,78.0,75.0,2.0,2,2,3,1
Aaron Cresswell,2020/2021,92571,2021-06-03,5000000,379,GB1,eng ENG,DF,West Ham,30,1989,36,36,"3,170",35.2,0,8,8,0,0,0,3,0,1.0,1.0,6.5,7.5,35.0,162.0,96.0,0.0,0.23,0.23,0.0,0.23,0.03,0.18,0.21,0.03,0.21,Matches,19,4,21.1,0.54,0.11,0.0,0.0,25.4,11.0,0.05,-1.0,-1.0,1586.0,2141.0,74.1,28632.0,13845.0,754.0,847.0,89.0,606.0,755.0,80.3,198.0,429.0,46.2,5.0,1.5,58.0,174.0,26.0,18.0,162.0,32.0,13,15.0,15.0,2.0,18.0,32.0,56.3,14.0,29.0,14.0,15.0,32,64.0,79.0,2.0,2,2,3,2
Aaron Cresswell,2021/2022,92571,2021-12-23,4000000,379,GB1,eng ENG,DF,West Ham,31,1989,31,31,"2,726",30.3,2,3,5,2,0,0,3,0,1.1,1.1,3.2,4.2,54.0,186.0,99.0,0.07,0.1,0.17,0.07,0.17,0.04,0.1,0.14,0.04,0.14,Matches,18,3,16.7,0.59,0.1,0.11,0.67,20.5,8.0,0.06,0.9,0.9,1656.0,2096.0,79.0,27331.0,11135.0,837.0,912.0,91.8,650.0,755.0,86.1,134.0,318.0,42.1,3.0,-0.2,31.0,131.0,19.0,12.0,186.0,28.0,18,18.0,6.0,4.0,13.0,25.0,52.0,12.0,31.0,18.0,13.0,35,63.0,66.0,0.0,2,2,3,3
Aaron Cresswell,2022/2023,92571,2022-11-03,2500000,379,GB1,eng ENG,DF,West Ham,32,1989,28,24,"2,235",24.8,0,1,1,0,0,0,3,0,0.3,0.3,3.7,4.0,35.0,145.0,82.0,0.0,0.04,0.04,0.0,0.04,0.01,0.15,0.16,0.01,0.16,Matches,9,1,11.1,0.36,0.04,0.0,0.0,22.5,4.0,0.04,-0.3,-0.3,1127.0,1448.0,77.8,18285.0,8587.0,626.0,670.0,93.4,387.0,497.0,77.9,100.0,206.0,48.5,2.9,-2.7,40.0,91.0,28.0,15.0,145.0,21.0,11,12.0,7.0,2.0,12.0,31.0,38.7,19.0,21.0,11.0,10.0,27,48.0,56.0,0.0,2,2,3,4
Aaron Cresswell,2023/2024,92571,2023-12-19,900000,379,GB1,eng ENG,DF,West Ham,34,1989,5,3,235,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,160.0,83.1,2101.0,880.0,84.0,90.0,93.3,32.0,42.0,76.2,13.0,23.0,56.5,0.3,-0.3,4.0,8.0,2.0,0.0,16.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,1,2.0,4.0,0.0,2,2,3,5
Aaron Hickey,2022/2023,591949,2022-11-03,18000000,1148,GB1,sct SCO,DF,Brentford,20,2002,26,23,"1,916",21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41.0,81.0,47.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04,Matches,11,2,18.2,0.52,0.09,0.0,0.0,21.5,0.0,0.04,-0.4,-0.4,695.0,838.0,82.9,10995.0,3282.0,373.0,411.0,90.8,265.0,310.0,85.5,46.0,80.0,57.5,0.6,0.6,6.0,62.0,13.0,4.0,81.0,38.0,26,27.0,11.0,0.0,18.0,32.0,56.3,14.0,18.0,7.0,11.0,17,55.0,32.0,1.0,3,3,3,4
Aaron Hickey,2023/2024,591949,2023-12-19,30000000,1148,GB1,sct SCO,DF,Brentford,21,2002,9,9,713,7.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,9.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,7,1,14.3,0.88,0.13,0.0,0.0,25.3,0.0,0.03,-0.2,-0.2,243.0,277.0,87.7,3813.0,894.0,134.0,140.0,95.7,92.0,106.0,86.8,14.0,20.0,70.0,0.1,-0.1,1.0,10.0,2.0,0.0,21.0,16.0,9,9.0,3.0,4.0,7.0,7.0,100.0,0.0,7.0,3.0,4.0,3,19.0,10.0,0.0,3,3,3,5
Aaron Lennon,2019/2020,14221,2020-04-08,2400000,1132,GB1,eng ENG,MF,Burnley,32,1987,16,4,496,5.5,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.2,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,1,0,0.0,0.18,0.0,0.0,0.0,14.7,0.0,0.04,0.0,0.0,84.0,127.0,66.1,1046.0,270.0,55.0,66.0,83.3,23.0,30.0,76.7,2.0,11.0,18.2,0.2,-0.1,2.0,5.0,2.0,1.0,7.0,14.0,8,7.0,4.0,3.0,7.0,10.0,70.0,3.0,6.0,1.0,5.0,8,22.0,3.0,0.0,2,4,4,1
Aaron Lennon,2021/2022,14221,2021-12-23,1000000,1132,GB1,eng ENG,"MF,FW",Burnley,34,1987,28,17,"1,551",17.2,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,38.0,19.0,77.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,Matches,12,4,33.3,0.7,0.23,0.17,0.5,20.1,0.0,0.09,0.9,0.9,252.0,382.0,66.0,3280.0,783.0,156.0,197.0,79.2,65.0,102.0,63.7,10.0,28.0,35.7,0.5,-0.5,9.0,14.0,4.0,2.0,19.0,33.0,17,10.0,13.0,10.0,10.0,34.0,29.4,24.0,26.0,4.0,22.0,9,42.0,14.0,0.0,2,4,5,3
Aaron Mooy,2019/2020,123951,2020-04-08,9500000,371,SC1,au AUS,"MF,FW",Brighton,28,1990,31,25,"2,085",23.2,2,2,4,2,0,0,3,1,2.3,2.3,4.5,6.8,71.0,158.0,135.0,0.09,0.09,0.17,0.09,0.17,0.1,0.19,0.29,0.1,0.29,Matches,33,8,24.2,1.42,0.35,0.06,0.25,20.9,0.0,0.07,-0.3,-0.3,818.0,1092.0,74.9,12922.0,3701.0,459.0,513.0,89.5,245.0,311.0,78.8,81.0,169.0,47.9,3.2,-2.5,39.0,87.0,26.0,5.0,158.0,37.0,24,9.0,18.0,10.0,6.0,40.0,15.0,34.0,36.0,7.0,29.0,23,60.0,32.0,1.0,4,1,5,1
Aaron Ramsdale,2019/2020,427568,2020-04-08,12500000,11,GB1,eng ENG,GK,Bournemouth,21,1998,37,37,"3,330",37.0,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,1136.0,59.4,20764.0,15997.0,124.0,128.0,96.9,308.0,310.0,99.4,242.0,689.0,35.1,0.1,0.3,2.0,20.0,1.0,1.0,0.0,4.0,3,4.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0,4.0,25.0,1.0,2,5,6,1
Aaron Ramsdale,2020/2021,427568,2021-05-28,12000000,11,GB1,eng ENG,GK,Sheffield Utd,22,1998,38,38,"3,420",38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,1153.0,49.3,22218.0,19232.0,71.0,73.0,97.3,176.0,179.0,98.3,318.0,889.0,35.8,0.1,-0.1,2.0,44.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,22.0,6.0,2,6,6,2
Aaron Ramsdale,2021/2022,427568,2021-12-23,25000000,11,GB1,eng ENG,GK,Arsenal,23,1998,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0,1178.0,67.5,20520.0,14378.0,196.0,199.0,98.5,394.0,404.0,97.5,203.0,566.0,35.9,0.0,0.0,0.0,26.0,0.0,0.0,1.0,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,26.0,3.0,2,7,6,3
Aaron Ramsdale,2022/2023,427568,2023-03-16,38000000,11,GB1,eng ENG,GK,Arsenal,24,1998,38,38,"3,420",38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,1111.0,68.5,18974.0,13109.0,190.0,196.0,96.9,383.0,390.0,98.2,186.0,519.0,35.8,0.0,0.0,0.0,30.0,2.0,0.0,8.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,20.0,6.0,2,7,6,4
Aaron Ramsdale,2023/2024,427568,2023-12-19,28000000,11,GB1,eng ENG,GK,Arsenal,25,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,188.0,69.7,3303.0,2420.0,38.0,38.0,100.0,61.0,62.0,98.4,32.0,86.0,37.2,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,2.0,2,7,6,5
Aaron Ramsey,2023/2024,646658,2023-12-19,15000000,1132,GB1,eng ENG,"MF,FW",Burnley,21,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,6,2,33.3,1.02,0.34,0.0,0.0,16.5,0.0,0.06,-0.3,-0.3,118.0,151.0,78.1,1856.0,224.0,71.0,84.0,84.5,37.0,46.0,80.4,9.0,10.0,90.0,0.5,-0.4,1.0,7.0,2.0,0.0,8.0,17.0,14,7.0,5.0,5.0,8.0,16.0,50.0,8.0,11.0,2.0,9.0,1,18.0,10.0,0.0,2,4,5,5
Aaron Wan-Bissaka,2019/2020,477758,2020-04-08,32000000,985,GB1,eng ENG,DF,Manchester Utd,21,1997,35,34,"3,070",34.1,0,4,4,0,0,0,8,0,0.7,0.7,3.0,3.7,100.0,134.0,175.0,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,Matches,7,1,14.3,0.21,0.03,0.0,0.0,15.5,0.0,0.1,-0.7,-0.7,1673.0,2128.0,78.6,22117.0,8018.0,1083.0,1214.0,89.2,473.0,620.0,76.3,43.0,107.0,40.2,3.1,1.0,25.0,102.0,21.0,9.0,134.0,129.0,80,71.0,50.0,8.0,64.0,86.0,74.4,22.0,46.0,13.0,33.0,66,195.0,83.0,0.0,2,8,3,1
Aaron Wan-Bissaka,2020/2021,477758,2021-06-08,40000000,985,GB1,eng ENG,DF,Manchester Utd,22,1997,34,34,"3,060",34.0,2,4,6,2,0,0,3,0,0.9,0.9,2.3,3.2,89.0,145.0,176.0,0.06,0.12,0.18,0.06,0.18,0.03,0.07,0.09,0.03,0.09,Matches,7,4,57.1,0.21,0.12,0.29,0.5,15.2,0.0,0.14,1.1,1.1,1805.0,2147.0,84.1,24032.0,8316.0,1179.0,1281.0,92.0,516.0,618.0,83.5,43.0,90.0,47.8,2.1,1.7,31.0,93.0,32.0,13.0,145.0,88.0,54,53.0,29.0,6.0,32.0,45.0,71.1,13.0,65.0,17.0,48.0,62,150.0,84.0,2.0,2,8,3,2
Aaron Wan-Bissaka,2021/2022,477758,2022-03-29,30000000,985,GB1,eng ENG,DF,Manchester Utd,23,1997,20,20,"1,793",19.9,0,0,0,0,0,0,2,0,0.3,0.3,0.9,1.2,55.0,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,5,1,20.0,0.25,0.05,0.0,0.0,14.1,0.0,0.07,-0.3,-0.3,925.0,1141.0,81.1,12449.0,4048.0,598.0,657.0,91.0,255.0,307.0,83.1,36.0,67.0,53.7,0.9,-0.9,14.0,52.0,12.0,8.0,61.0,49.0,36,25.0,18.0,6.0,14.0,20.0,70.0,6.0,24.0,14.0,10.0,34,83.0,41.0,2.0,2,8,3,3
Aaron Wan-Bissaka,2022/2023,477758,2023-03-16,22000000,985,GB1,eng ENG,DF,Manchester Utd,24,1997,19,16,"1,435",15.9,0,0,0,0,0,0,2,0,1.2,1.2,1.0,2.2,41.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.14,0.07,0.14,Matches,10,2,20.0,0.63,0.13,0.0,0.0,14.7,0.0,0.12,-1.2,-1.2,706.0,840.0,84.0,9538.0,3292.0,448.0,483.0,92.8,194.0,240.0,80.8,28.0,44.0,63.6,0.9,-1.0,15.0,48.0,10.0,2.0,55.0,40.0,25,20.0,17.0,3.0,23.0,25.0,92.0,2.0,24.0,8.0,16.0,22,62.0,41.0,0.0,2,8,3,4
Aaron Wan-Bissaka,2023/2024,477758,2023-12-19,20000000,985,GB1,eng ENG,DF,Manchester Utd,26,1997,12,10,884,9.8,0,1,1,0,0,0,3,0,0.1,0.1,1.2,1.3,19.0,37.0,26.0,0.0,0.1,0.1,0.0,0.1,0.01,0.12,0.13,0.01,0.13,Matches,2,1,50.0,0.2,0.1,0.0,0.0,24.5,0.0,0.04,-0.1,-0.1,437.0,528.0,82.8,5896.0,1873.0,278.0,314.0,88.5,136.0,155.0,87.7,13.0,25.0,52.0,1.0,-0.2,5.0,26.0,4.0,0.0,37.0,25.0,19,12.0,11.0,2.0,16.0,22.0,72.7,6.0,14.0,8.0,6.0,20,45.0,38.0,1.0,2,8,3,5
Abdoulaye Doucouré,2019/2020,127187,2020-04-08,20000000,29,GB1,ml MLI,MF,Watford,26,1993,37,36,"3,156",35.1,4,2,6,4,0,0,9,0,5.2,5.2,3.9,9.0,69.0,161.0,96.0,0.11,0.06,0.17,0.11,0.17,0.15,0.11,0.26,0.15,0.26,Matches,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0.0,0.08,-1.2,-1.2,1320.0,1712.0,77.1,19007.0,4672.0,714.0,862.0,82.8,456.0,548.0,83.2,61.0,101.0,60.4,2.8,-1.9,38.0,120.0,27.0,2.0,161.0,64.0,30,29.0,29.0,6.0,16.0,57.0,28.1,41.0,46.0,8.0,38.0,31,95.0,32.0,0.0,5,9,4,1
Abdoulaye Doucouré,2020/2021,127187,2021-06-08,25000000,29,GB1,ml MLI,MF,Everton,27,1993,29,29,"2,443",27.1,2,3,5,2,0,0,6,0,2.3,2.3,2.0,4.3,34.0,104.0,70.0,0.07,0.11,0.18,0.07,0.18,0.09,0.07,0.16,0.09,0.16,Matches,18,5,27.8,0.66,0.18,0.11,0.4,17.4,0.0,0.13,-0.3,-0.3,1141.0,1354.0,84.3,17517.0,3953.0,583.0,666.0,87.5,441.0,490.0,90.0,65.0,83.0,78.3,2.3,1.0,21.0,65.0,23.0,1.0,104.0,52.0,32,25.0,19.0,8.0,14.0,43.0,32.6,29.0,24.0,7.0,17.0,39,91.0,31.0,1.0,5,10,4,2
Abdoulaye Doucouré,2021/2022,127187,2021-12-23,25000000,29,GB1,ml MLI,MF,Everton,28,1993,30,29,"2,537",28.2,2,4,6,2,0,0,6,0,2.2,2.2,2.0,4.2,33.0,113.0,54.0,0.07,0.14,0.21,0.07,0.21,0.08,0.07,0.15,0.08,0.15,Matches,34,11,32.4,1.21,0.39,0.06,0.18,17.9,0.0,0.06,-0.2,-0.2,864.0,1097.0,78.8,12771.0,3058.0,490.0,581.0,84.3,296.0,351.0,84.3,45.0,72.0,62.5,1.3,2.0,19.0,81.0,19.0,0.0,113.0,75.0,43,30.0,37.0,8.0,32.0,71.0,45.1,39.0,33.0,8.0,25.0,28,103.0,32.0,0.0,5,10,4,3
Abdoulaye Doucouré,2022/2023,127187,2022-11-03,12000000,29,GB1,ml MLI,MF,Everton,29,1993,25,17,"1,533",17.0,5,2,7,5,0,0,6,1,2.4,2.4,2.2,4.6,23.0,38.0,66.0,0.29,0.12,0.41,0.29,0.41,0.14,0.13,0.27,0.14,0.27,Matches,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0.0,0.12,2.6,2.6,430.0,548.0,78.5,5637.0,1333.0,262.0,317.0,82.6,140.0,170.0,82.4,7.0,13.0,53.8,1.4,-0.2,22.0,29.0,10.0,0.0,38.0,31.0,20,9.0,15.0,7.0,12.0,37.0,32.4,25.0,26.0,3.0,23.0,13,44.0,11.0,0.0,5,10,4,4
Abdoulaye Doucouré,2023/2024,127187,2023-12-19,12000000,29,GB1,ml MLI,"FW,MF",Everton,31,1993,22,22,"1,838",20.4,6,0,6,6,0,0,5,0,6.3,6.3,2.5,8.8,39.0,66.0,108.0,0.29,0.0,0.29,0.29,0.29,0.31,0.12,0.43,0.31,0.43,Matches,36,17,47.2,1.76,0.83,0.17,0.35,12.4,0.0,0.19,-0.3,-0.3,461.0,603.0,76.5,6431.0,1516.0,263.0,311.0,84.6,156.0,191.0,81.7,16.0,40.0,40.0,1.1,-2.5,28.0,34.0,12.0,1.0,66.0,30.0,19,14.0,11.0,5.0,13.0,30.0,43.3,17.0,19.0,2.0,17.0,13,43.0,11.0,0.0,5,10,2,5
Aboubakar Kamara,2020/2021,290951,2021-06-04,2000000,605,GR1,mr MTN,"FW,MF",Fulham,25,1995,11,2,315,3.5,0,0,0,0,0,0,1,1,0.5,0.5,0.3,0.9,11.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.25,0.16,0.25,Matches,4,2,50.0,1.14,0.57,0.0,0.0,20.4,0.0,0.14,-0.5,-0.5,86.0,127.0,67.7,1291.0,253.0,50.0,61.0,82.0,28.0,36.0,77.8,4.0,15.0,26.7,0.3,-0.3,6.0,5.0,2.0,1.0,6.0,2.0,2,1.0,1.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,1,3.0,0.0,0.0,6,11,2,2
Adam Armstrong,2021/2022,250426,2022-03-29,16000000,180,GB1,eng ENG,FW,Southampton,24,1997,23,17,"1,413",15.7,2,2,4,2,0,0,1,0,4.5,4.5,1.6,6.2,39.0,30.0,105.0,0.13,0.13,0.25,0.13,0.25,0.29,0.1,0.39,0.29,0.39,Matches,47,14,29.8,2.99,0.89,0.04,0.14,17.2,0.0,0.1,-2.5,-2.5,229.0,324.0,70.7,3453.0,610.0,111.0,142.0,78.2,93.0,126.0,73.8,12.0,22.0,54.5,1.4,0.4,13.0,11.0,13.0,0.0,30.0,10.0,4,2.0,2.0,6.0,0.0,6.0,0.0,6.0,13.0,1.0,12.0,3,13.0,6.0,0.0,2,12,1,3
Adam Armstrong,2022/2023,250426,2023-03-16,12000000,180,GB1,eng ENG,"FW,MF",Southampton,25,1997,30,14,"1,335",14.8,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,Matches,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0.0,0.08,-0.1,-0.1,220.0,302.0,72.8,3235.0,585.0,120.0,146.0,82.2,71.0,89.0,79.8,13.0,23.0,56.5,0.8,-0.3,11.0,13.0,10.0,2.0,16.0,14.0,9,6.0,5.0,3.0,3.0,10.0,30.0,7.0,15.0,3.0,12.0,5,19.0,6.0,0.0,2,12,2,4
Adam Forshaw,2021/2022,121257,2021-12-23,2000000,399,GB1,eng ENG,MF,Leeds United,29,1991,22,17,"1,530",17.0,0,1,1,0,0,0,5,0,0.5,0.5,1.0,1.5,19.0,80.0,26.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.09,0.03,0.09,Matches,14,4,28.6,0.82,0.24,0.0,0.0,25.0,1.0,0.03,-0.5,-0.5,695.0,842.0,82.5,11652.0,3225.0,342.0,389.0,87.9,253.0,290.0,87.2,73.0,103.0,70.9,0.7,0.0,13.0,68.0,8.0,0.0,80.0,53.0,23,21.0,27.0,5.0,21.0,54.0,38.9,33.0,17.0,1.0,16.0,19,72.0,12.0,2.0,2,13,4,3
Adam Forshaw,2022/2023,121257,2022-11-03,1800000,399,GB1,eng ENG,MF,Leeds United,30,1991,12,5,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,Matches,1,0,0.0,0.19,0.0,0.0,0.0,26.4,0.0,0.03,0.0,0.0,196.0,244.0,80.3,3318.0,1127.0,102.0,111.0,91.9,59.0,67.0,88.1,28.0,51.0,54.9,0.6,-0.9,8.0,30.0,4.0,2.0,33.0,12.0,9,5.0,7.0,0.0,7.0,17.0,41.2,10.0,9.0,1.0,8.0,4,16.0,2.0,0.0,2,13,4,4
Adam Idah,2019/2020,434223,2020-04-08,900000,371,SC1,ie IRL,"FW,MF",Norwich City,18,2001,12,1,228,2.5,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.1,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.41,0.4,0.41,Matches,6,2,33.3,2.37,0.79,0.0,0.0,17.5,0.0,0.17,-1.0,-1.0,36.0,49.0,73.5,385.0,61.0,27.0,30.0,90.0,5.0,7.0,71.4,1.0,2.0,50.0,0.1,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2,1.0,0.0,1.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,0,2.0,1.0,0.0,1,14,2,1
Adam Idah,2021/2022,434223,2021-12-23,3000000,371,SC1,ie IRL,"FW,MF",Norwich City,20,2001,17,6,625,6.9,1,1,2,1,0,0,0,0,2.3,2.3,0.6,2.9,11.0,10.0,48.0,0.14,0.14,0.29,0.14,0.29,0.33,0.09,0.42,0.33,0.42,Matches,14,4,28.6,2.02,0.58,0.07,0.25,13.9,0.0,0.17,-1.3,-1.3,95.0,150.0,63.3,1466.0,288.0,53.0,68.0,77.9,32.0,46.0,69.6,5.0,10.0,50.0,0.5,0.4,5.0,8.0,5.0,2.0,10.0,9.0,6,2.0,5.0,2.0,2.0,3.0,66.7,1.0,4.0,2.0,2.0,3,12.0,7.0,0.0,1,14,2,3
Adam Lallana,2019/2020,43530,2020-04-08,9500000,1237,GB1,eng ENG,"MF,FW",Liverpool,31,1988,15,3,382,4.2,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.3,9.0,23.0,17.0,0.24,0.24,0.47,0.24,0.47,0.18,0.14,0.31,0.18,0.31,Matches,5,1,20.0,1.18,0.24,0.2,1.0,16.3,0.0,0.15,0.2,0.2,229.0,272.0,84.2,2865.0,728.0,152.0,166.0,91.6,57.0,66.0,86.4,6.0,13.0,46.2,0.3,0.4,4.0,24.0,3.0,0.0,23.0,19.0,9,7.0,9.0,3.0,6.0,21.0,28.6,15.0,7.0,0.0,7.0,5,24.0,3.0,0.0,2,15,5,1
